Select,CENTRALStudyID,CENTRALSubmissionStatus,CRGStudyID,DateEdited,DateEntered,DateToCENTRAL,ISRCTN,Notes,Search_Tagged,ShortName,StatusofStudy,TrialistContactDetails,UDef1,UDef10,UDef2,UDef3,UDef4,UDef5,UDef6,UDef7,UDef8,UDef9
,0,Accepted,1806,02/03/2017 00:00:00,22/09/2000 00:00:00,28/08/2002 00:00:00,,,0,Hong 1995,Closed,,Unclear,YES,China,,yes,Sulpride + Clozapine vs. Sulpride,,,,9000100000038118
,0,Accepted,1881,15/08/2001 00:00:00,29/09/2000 00:00:00,28/08/2002 00:00:00,,,0,Mahadevan 1991,Closed,,61,YES,UK,,,zuClopenthixol diHydrochloride vs. Sulpride,,,,9000100000023809
,0,Accepted,689,25/09/2009 00:00:00,15/08/2000 00:00:00,28/08/2002 00:00:00,,,0,Edwards 1980,Closed,ORIGIN UK,38,YES,UK,,,Sulpride vs. Trifluoperazine,,,,9000100000023738
,0,Accepted,1963,14/02/2017 00:00:00,02/10/2000 00:00:00,28/08/2002 00:00:00,,,0,Mezquita 1972,Closed,,89,,Spain,,yes, CSG No: 3167 ,,,,9000100000023779
,0,Pending,2080,27/07/2010 00:00:00,06/10/2000 00:00:00,28/08/2002 00:00:00,,,0,Nishikawa 1989,Closed,"Department of Pharmacology, Kurume University School of Medicine, Japan. ORIGIN Mid E./Asia",82,YES,Japan,,,timiperione vs. Placebo,,,,9000100000023813
,0,Accepted,220,11/06/2003 00:00:00,31/07/2000 00:00:00,28/08/2002 00:00:00,,,0,Amakusa 1973,Closed,,64,,China,,, CSG No: 2298 ,,,,9000100000020638
,0,Accepted,3568,15/12/2000 00:00:00,15/12/2000 00:00:00,28/08/2002 00:00:00,,,0,Schwartz 1990,Closed,"Department of Neurology, Bnai-Zion Medical Center, Faculty of Medicine, Technion, Haifa, Israel.",15,YES,Israel,,,Sulpride vs. Placebo,,,,9000120000001501
,0,Pending,3744,27/07/2010 00:00:00,19/01/2001 00:00:00,28/08/2002 00:00:00,,,0,Munk 1984,Closed,,28,YES,Denmark,,yes,Sulpride vs. Haloperidol,,,,9000100000016984
,0,Accepted,2184,09/06/2015 00:00:00,09/10/2000 00:00:00,28/08/2002 00:00:00,,,0,Petit 1984,Closed,ORIGIN Other Europe,17,YES,France,,,Sulpride Dosage,,,,9000100000023753
,0,Accepted,2197,18/12/2008 00:00:00,09/10/2000 00:00:00,28/08/2002 00:00:00,,,0,Pichot 1983,Closed,,64,YES,France,,yes,Chlorpromazine vs. Sulpiride,,,,9000100000038138
,0,Accepted,2276,25/09/2001 00:00:00,13/10/2000 00:00:00,28/08/2002 00:00:00,,,0,Quinn 1984,Closed,,20,YES,UK,,yes,Sulpride vs. Placebo,,,,9000100000007536
,0,Accepted,2289,10/12/2001 00:00:00,13/10/2000 00:00:00,28/08/2002 00:00:00,,,0,Rama Rao 1981,Closed,"MRC Neuropsychiatry Lab, West Park Hosp, Epsom, England ORIGIN UK",30,YES,UK,,,Sulpride vs. Haloperidol,,,,9000100000017006
,0,Accepted,3116,17/11/2000 00:00:00,17/11/2000 00:00:00,28/08/2002 00:00:00,,,0,Yamagami 1993,Closed,"Department of Neuropsychiatry, Osaka Citi University Medical School, Japan.",45,YES,Unclear,,,Bromperidol vs. Sulpride,,,,9000100000010054
,0,Accepted,3120,31/07/2015 00:00:00,17/11/2000 00:00:00,28/08/2002 00:00:00,,,0,Yang 1988,Closed,ORIGIN Mid E./Asia,140,YES,China,,yes,Chlorpromazine vs. Clozapine//Chlorpromazine vs. Sulpride//Clozapine vs. Sulpride,,,,9000100000014546
,0,Accepted,3134,17/11/2000 00:00:00,17/11/2000 00:00:00,28/08/2002 00:00:00,,,0,Zann 1986,Closed,"Ctr Hospitalier Specialise du Rouvray, Service Hospitalo-Universitaire, Sotteville-les-Rouen, France",20,,France,,yes, CSG No: 3253 ,,,,9000100000024018
,0,Pending,3246,27/07/2010 00:00:00,24/11/2000 00:00:00,28/08/2002 00:00:00,,,0,Yamagami 1988,Closed,"Department of Neuropsychiatry, Osaka City University Medical School, Japan.",52,YES,Unclear,,,Haloperidol vs. Prolactin,,,,9000100000023835
,0,Accepted,2759,24/01/2017 00:00:00,30/10/2000 00:00:00,28/08/2002 00:00:00,,,0,Toru 1971,Closed,ORIGIN Mid E./Asia,76,YES YES,Japan,,,Chlorpromazine vs. Sulpiride,,,,9000100000029284 9000100000023825
,0,Accepted,2497,23/10/2000 00:00:00,23/10/2000 00:00:00,28/08/2002 00:00:00,,,0,Shiloh 1997,Closed,"Geha Psychiatric Hospital, Rabin Medical Center, Petah Tiqva, Israel.",28,YES,Israel,,,Sulpride vs. Placebo,,,,9000100000005822
,0,Accepted,2611,27/10/2000 00:00:00,27/10/2000 00:00:00,28/08/2002 00:00:00,,,0,Soni 1990b,Closed,"Hope & Prestwich Hosps, Salford Health Authority, England ORIGIN UK",24,YES,UK,,,Sulpride vs. Placebo,,,,9000100000018914
,0,Accepted,3008,07/02/2007 00:00:00,10/11/2000 00:00:00,28/08/2002 00:00:00,,,0,Xia 1995,Closed,,52,YES,China,,yes,Flupentixol vs. Sulpride,,,,9000100000023990
,0,Accepted,4457,31/07/2015 00:00:00,23/04/2001 00:00:00,28/08/2002 00:00:00,,,0,Liu 1996b,Closed,,92,YES,China,,yes,Clozapine vs. Sulpride//Clozapine vs. Clozapine + Sulpride//Clozapine + Sulpride vs. Sulpride,,,,9000100000038225
,0,Accepted,4475,08/08/2001 00:00:00,23/04/2001 00:00:00,28/08/2002 00:00:00,,,0,Masciocchi 1974,Closed,,20,YES,Italy,,yes,Sulpride vs. Chlorimipramine,,,,9000100000005754
,0,Accepted,4987,16/02/2017 00:00:00,01/05/2001 00:00:00,28/08/2002 00:00:00,,,0,Kim 1999a,Closed,,23,YES,Korea,,,Sulpride vs. Thioridazine,,,,9000100000036096
,0,Accepted,5246,31/07/2015 00:00:00,15/05/2001 00:00:00,28/08/2002 00:00:00,,,0,Cosar 1999,Closed,,120,YES,Turkey,,,Chlorpromazine vs. Clozapine//Chlorpromazine vs. Haloperidol//Chlorpromazine vs. Sulpride//Clozapine vs. Haloperidol//Clozapine vs. Sulpride//Haloperidol vs. Sulpride,,,,9000100000012449
,0,Accepted,5465,11/03/2003 00:00:00,06/06/2001 00:00:00,28/08/2002 00:00:00,,,0,Kudo 1986,Closed,,116,,Japan,,, CSG No: 5341,,,,9000100000029990
,0,Accepted,5468,05/03/2003 00:00:00,06/06/2001 00:00:00,28/08/2002 00:00:00,,,0,Tanimukai 1973,Closed,,88,,Japan,,, CSG No: 5346 ,,,,9000100000024178
,0,Accepted,5565,05/03/2003 00:00:00,22/08/2001 00:00:00,28/08/2002 00:00:00,,,0,Shimizu 1984,Closed,,96,,Japan,,,,,,,9000100000036124
,0,Accepted,5896,06/03/2017 00:00:00,24/01/2002 00:00:00,28/08/2002 00:00:00,,,0,Ishimaru 1971,Closed,,82,,Japan,,,,,,,9000128000000608
,0,Accepted,5912,15/10/2008 00:00:00,24/01/2002 00:00:00,28/08/2002 00:00:00,,,0,Alfredsson 1984,Closed,,50,YES,Sweden,,,Sulpride vs. Chlorpromazine,,,,9000100000008792
,0,Accepted,6210,21/11/2008 00:00:00,05/08/2002 00:00:00,28/08/2002 00:00:00,,,0,Okuda 1979a,Closed,,74,,Japan,,,CSG 6117,,,,9000100000036144
,0,Accepted,6211,20/12/2002 00:00:00,05/08/2002 00:00:00,28/08/2002 00:00:00,,,0,Nakazawa 1985,Closed,,126,,Japan,,,,,,,9000100000023691
,0,Accepted,6274,15/10/2008 00:00:00,24/09/2002 00:00:00,,,,0,Svestka 1989c,Closed,"U Jan Evangelista Purkyne, Lekarska Fakulta, Psychiatricka Klinika, Brno, Czechoslovakia ORIGIN Other Europe",40,YES,Czech, CSG No: 1524 ,,Sulpride vs. Perphenazine,,,,9000100000038360
,0,Accepted,6399,10/12/2002 00:00:00,26/11/2002 00:00:00,,,,0,Kudo 1989,Closed,,193,,Japan,,,,,,,9000100000036156
,0,Accepted,6912,11/06/2003 00:00:00,11/06/2003 00:00:00,26/06/2003 00:00:00,,,0,Carranza 1974,Closed,,40,YES,Mexico,,,Sulpride vs. Thioridazine,,,,9000100000024038
,0,Accepted,6914,11/06/2003 00:00:00,11/06/2003 00:00:00,26/06/2003 00:00:00,,,0,Kawamura 1972,Closed,,29,,Japan,,,,,,,9000100000036181
,0,Accepted,6930,17/06/2003 00:00:00,17/06/2003 00:00:00,26/06/2003 00:00:00,,,0,Patel 1995,Closed,,40,YES,UK,,,Sulpride vs. Chlorpromazine,,,,9000100000036184
,0,Accepted,6932,17/06/2003 00:00:00,17/06/2003 00:00:00,26/06/2003 00:00:00,,,0,Casey 1979,Closed,,11,YES,UK,,,Sulpride vs. Placebo,,,,9000100000019204
,0,Accepted,7294,03/06/2004 00:00:00,03/06/2004 00:00:00,,,,0,Yi 2000,Closed,,60,YES,China,,,Venlafaxine vs. Sulpride,,,,9000100000006090
,0,Accepted,7333,15/07/2004 00:00:00,15/07/2004 00:00:00,21/12/2004 00:00:00,,,0,Li 2002a,Closed,,87,YES,China,,,Risperidone vs. Sulpride,,,,9000100000036211
,0,Accepted,7343,22/07/2004 00:00:00,15/07/2004 00:00:00,21/12/2004 00:00:00,,,0,Ren 2002a,Closed,,Unclear,YES,China,,,Risperidone vs. Sulpride,,,,9000100000030472
,0,Accepted,7357,15/07/2004 00:00:00,15/07/2004 00:00:00,21/12/2004 00:00:00,,,0,Zhang 2002d,Closed,,Unclear,YES,China,,,Sulpride vs. Clozapine,,,,9000100000014685
,0,Accepted,7502,30/11/2004 00:00:00,30/11/2004 00:00:00,21/12/2004 00:00:00,,,0,Weng 1999,Closed,,,YES,China,,,Risperidone vs. Sulpride,,,,9000100000036232
,0,Pending,7503,27/07/2010 00:00:00,30/11/2004 00:00:00,21/12/2004 00:00:00,,,0,Chen 1999a,Closed,,,YES,China,,,Chlorpromazine vs. Sulpride,,,,9000100000038449
,0,Accepted,7527,01/12/2004 00:00:00,01/12/2004 00:00:00,21/12/2004 00:00:00,,,0,Wang 1994a,Closed,,105,YES,China,,,Sulpride + Clozapine vs. Clozapine,,,,9000100000005839
,0,Accepted,7531,25/06/2009 00:00:00,02/12/2004 00:00:00,21/12/2004 00:00:00,,,0,Liu 2003a,Closed,,80,YES,China,,,Risperidone vs. Sulpride,,,,9000100000036235
,0,Accepted,7565,03/12/2004 00:00:00,03/12/2004 00:00:00,21/12/2004 00:00:00,,,0,Li 2003d,Closed,,84,YES,China,,,Venlafaxine + Clozapine vs. Sulpride + Clozapine,,,,9000100000038451
,0,Accepted,7594,29/10/2015 00:00:00,07/12/2004 00:00:00,21/12/2004 00:00:00,,,0,Zhao 2003a,Closed,,60,YES,China,,,Chlorpromazine vs. Chlorpromazine + Sulpride,,,,9000100000023704
,0,Accepted,7621,08/12/2004 00:00:00,08/12/2004 00:00:00,21/12/2004 00:00:00,,,0,Chen 2003f,Closed,,Unclear,YES,China,,,Risperidone vs. Sulpride,,,,9000100000036246
,0,Accepted,7688,13/12/2004 00:00:00,13/12/2004 00:00:00,21/12/2004 00:00:00,,,0,Xu 2001c,Closed,,150,YES,China,,,Sultopride injection vs. Sulpride injection,,,,9000100000030568
,0,Accepted,7721,16/12/2004 00:00:00,14/12/2004 00:00:00,21/12/2004 00:00:00,,,0,Lu 2003a,Closed,,70,YES,China,,,Quetiapine vs. Sulpride,,,,9000100000036253
,0,Accepted,7823,17/12/2004 00:00:00,17/12/2004 00:00:00,21/12/2004 00:00:00,,,0,Zhu 1999,Closed,,88,YES,China,,,Clozapine + Chlorimipramine vs. Clozapine,,,,9000100000024086
,0,Accepted,7831,31/07/2015 00:00:00,17/12/2004 00:00:00,21/12/2004 00:00:00,,,0,Yao 1999,Closed,,41,YES,China,,,Clozapine vs. Clozapine + Sulpride,,,,9000100000014566
,0,Accepted,7853,25/08/2016 00:00:00,21/12/2004 00:00:00,28/01/2005 00:00:00,,,0,Yang 2000,Closed,,64,YES,China,,,TCM - Acupoint - Sulpiride (Injection) vs. Treatment as Usual,,,,9000100000004570
,0,Accepted,7862,21/12/2004 00:00:00,21/12/2004 00:00:00,28/01/2005 00:00:00,,,0,Li 2001d,Closed,,60,YES,China,,,Risperidone vs. Sulpride,,,,9000100000013210
,0,Accepted,7882,04/01/2005 00:00:00,04/01/2005 00:00:00,05/12/2006 00:00:00,,,0,Du 2001,Closed,,60,YES,China,,,Sulpride + occupational & recreational Therapy vs. Sulpride,,,,9000100000030615
,0,Accepted,8094,22/02/2008 00:00:00,15/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Li 2001,Closed,,320,YES,China,,,Chlorpromazine vs. Sulpride,,,,9000100000036285
,0,Accepted,8105,23/11/2006 00:00:00,15/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Wang 2000j,Closed,,540,YES,China,,,Clozapine vs. Sulpride,,,,9000100000014353
,0,Pending,8251,27/07/2010 00:00:00,16/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Xiao 2004,Closed,,96,YES,China,,,Sulpride vs. Risperidone,,,,9000100000036301
,0,Pending,8275,27/07/2010 00:00:00,16/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Yueying 2004,Closed,,90,YES,China,,,Chlorpromazine vs. Sulpride,,,,9000100000014707
,0,Pending,8286,27/07/2010 00:00:00,16/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Zhu 2004b,Closed,,64,YES,China,,,Risperidone vs. Sulpride,,,,9000100000030741
,0,Pending,8326,19/09/2005 00:00:00,19/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Shu 1998,Closed,,120,YES,China,,,Sultopride vs. Sulpride,,,,9000100000030761
,0,Pending,8353,19/09/2005 00:00:00,19/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Chang 2003b,Closed,,40,YES,China,,,Quetiapine vs. Sulpride,,,,9000100000030786
,0,Pending,8365,30/03/2016 00:00:00,19/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Kong 2001a,Closed,,60,YES,China,,,Clozapine + Risperidone vs. Risperidone + Sulpride,,,,9000100000030797
,0,Pending,8374,19/09/2005 00:00:00,19/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Zhang 2000d,Closed,,70,YES,China,,,Risperidone vs. Sulpride,,,,9000100000030805
,0,Pending,8376,19/09/2005 00:00:00,19/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Wang 2003o,Closed,,100,YES,China,,,Risperidone + Sulpride vs. Clozapine + Sulpride,,,,9000100000030807
,0,Pending,8392,19/09/2005 00:00:00,19/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Zhang 2004t,Closed,,48,YES,China,,,Quetiapine vs. Sulpride,,,,9000100000030822
,0,Pending,8395,19/09/2005 00:00:00,19/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Li 1994b,Closed,,32,YES,China,,,Flupentixol vs. Sulpride,,,,9000100000030825
,0,Pending,8396,19/09/2005 00:00:00,19/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Liu 1995c,Closed,,81,YES,China,,,Clozapine vs. Sulpride,,,,9000100000030826
,0,Pending,8410,20/09/2005 00:00:00,20/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Li 2001g,Closed,,40,YES,China,,,Sultopride vs. Sulpride,,,,9000100000030838
,0,Pending,8412,20/09/2005 00:00:00,20/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Yang 2001a,Closed,,40,YES,China,,,Olanzapine vs. Sulpride,,,,9000100000030840
,0,Pending,8426,20/09/2005 00:00:00,20/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Wang 1995d,Closed,,48,YES,China,,,Clozapine + Sulpride vs. Sulpride,,,,9000100000030852
,0,Accepted,8432,17/11/2008 00:00:00,20/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Ju 1997,Closed,,41,YES,China,,,Thioridazine vs. Sulpride,,,,9000100000024248
,0,Pending,8440,20/09/2005 00:00:00,20/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Weng 1998a,Closed,,195,YES,China,,,Risperidone vs. Sulpride,,,,9000100000030863
,0,Pending,8442,20/09/2005 00:00:00,20/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Zhang 1999f,Closed,,60,YES,China,,,Sulpride + Clozapine vs. Clozapine,,,,9000100000030865
,0,Pending,8444,20/09/2005 00:00:00,20/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Wang 1999b,Closed,,80,YES,China,,,Risperidone vs. Sulpride,,,,9000100000030866
,0,Pending,8457,20/09/2005 00:00:00,20/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Zhang 1999h,Closed,,61,YES,China,,,Risperidone vs. Sulpride,,,,9000100000030877
,0,Pending,8459,20/09/2005 00:00:00,20/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Jiang 1999,Closed,,80,YES,China,,,Sulpride vs. Clozapine,,,,9000100000030879
,0,Pending,8462,20/09/2005 00:00:00,20/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Si 1999,Closed,,150,YES,China,,,Sulpride + Clozapine vs. Sulpride,,,,9000100000030882
,0,Pending,8463,20/09/2005 00:00:00,20/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Wang 1999c,Closed,,80,YES,China,,,Risperidone vs. Sulpride,,,,9000100000030883
,0,Pending,8473,20/09/2005 00:00:00,20/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Sun 2001b,Closed,,41,YES,China,,,Risperidone vs. Sulpride,,,,9000100000030892
,0,Pending,8500,20/09/2005 00:00:00,20/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Cai 2002,Closed,,80,YES,China,,,Doxepin + Sulpride vs. Sulpride,,,,9000100000005745
,0,Pending,8503,20/09/2005 00:00:00,20/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Jie 2002,Closed,,64,YES,China,,,L-Stepholidine vs. Sulpride,,,,9000100000030919
,0,Pending,8510,20/09/2005 00:00:00,20/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Wu 2002e,Closed,,90,YES,China,,,Risperidone vs. Sulpride,,,,9000100000030924
,0,Pending,8515,31/07/2015 00:00:00,20/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Zhou 2003i,Closed,,221,YES,China,,,Chlorpromazine vs. Clozapine//Chlorpromazine vs. Risperidone//Chlorpromazine vs. Sulpride//Clozapine vs. Risperidone//Clozapine vs. Sulpride//Risperidone vs. Sulpride,,,,9000100000030928
,0,Pending,8519,31/05/2016 00:00:00,20/09/2005 00:00:00,20/12/2005 00:00:00,,,0,Zou 2003,Closed,,98,YES,China,,,Clozapine + Sulpride vs. Sulpride,,,,9000100000030932
,0,Pending,8548,21/09/2005 00:00:00,21/09/2005 00:00:00,20/12/2005 00:00:00,,,0,An 2004,Closed,,60,YES,China,,,Psychosocial Intervention + Antipsychotic medication vs. Antipsychotic medication,,,,9000100000030957
,0,Pending,8748,27/07/2010 00:00:00,13/02/2006 00:00:00,05/12/2006 00:00:00,,,0,Kotler 2004,Closed,,17,YES,Israel,,,Sulpride + Olanzapine vs. Olanzapine,,,,9000100000005789
,0,Accepted,9158,04/09/2006 00:00:00,04/09/2006 00:00:00,05/12/2006 00:00:00,,,0,Sun 2005b,Closed,,62,YES,China,,,Risperidone vs. Sulpride,,,,9000100000031177
,0,Accepted,9170,05/08/2016 00:00:00,04/09/2006 00:00:00,05/12/2006 00:00:00,,,0,Zhao 2005,Closed,,100,YES,China,,,Aripiprazole vs. Sulpiride,,,,9000100000036384
,0,Accepted,9177,07/09/2006 00:00:00,07/09/2006 00:00:00,05/12/2006 00:00:00,,,0,Chen 2005e,Closed,,40,YES,China,,,Risperidone vs. Sulpride,,,,9000100000036386
,0,Accepted,9196,11/09/2006 00:00:00,11/09/2006 00:00:00,05/12/2006 00:00:00,,,0,Wu 2005a,Closed,,97,YES,China,,,Olanzapine + Sulpride vs. Olanzapine,,,,9000100000023700
,0,Accepted,9540,15/06/2007 00:00:00,25/10/2006 00:00:00,05/12/2006 00:00:00,,,0,Wu 2006a,Closed,,112,YES,China,,,Clozapine vs. sulpride,,,,9000100000014453
,0,Accepted,9793,16/05/2012 00:00:00,16/01/2007 00:00:00,10/11/2008 00:00:00,,,0,Wuliji 2003,Open/Ongoing,,200,YES,China,,,TCM - Shuangzao (Mixture) vs. Placebo (Both Sulpride),,,,9000100000024074
,0,Pending,9801,05/08/2016 00:00:00,19/01/2007 00:00:00,,,,0,Zhang 2005l,Closed,,80,YES,China,,,Aripiprazole vs. Sulpiride,,,,9000100000008224
,0,Pending,9826,29/10/2015 00:00:00,19/01/2007 00:00:00,,,,0,Wang 2005aq,Closed,,198,YES YES,China,,,Chlorpromazine vs. Clozapine + Sulpiride,,,,9000100000031441
,0,Pending,9827,19/01/2007 00:00:00,19/01/2007 00:00:00,,,,0,Wang 2005af,Closed,,50,YES,China,,,Risperidone vs. Sulpride,,,,9000100000031442
,0,Pending,9849,22/01/2007 00:00:00,22/01/2007 00:00:00,,,,0,Zhang 2005w,Closed,,134,YES,China,,,Loxapine vs. Sulpride,,,,9000100000038624
,0,Accepted,10010,08/06/2007 00:00:00,08/06/2007 00:00:00,10/11/2008 00:00:00,,,0,Cheng 2006a,Closed,,60,YES,China,,,Sulpride vs. Risperidone,,,,9000100000031533
,0,Accepted,10042,11/06/2007 00:00:00,11/06/2007 00:00:00,10/11/2008 00:00:00,,,0,Kong 2006,Closed,,120,YES,China,,,TCM - Kaiqiao Ling (Decoction)(Add-On) vs. Sulpiride,,,,9000100000031551
,0,Pending,10155,11/11/2009 00:00:00,16/06/2007 00:00:00,10/11/2008 00:00:00,,,0,Gong 2001,Closed,,90,YES,China,,,Clozapine vs. Clozapine + Sulpride,,,,9000100000023696
,0,Pending,10173,11/11/2009 00:00:00,18/06/2007 00:00:00,10/11/2008 00:00:00,,,0,Yang 2004d,Closed,,66,YES,China,,,Quetiapine(produced in China) vs. Sulpride,,,,9000100000036476
,0,Pending,10214,11/11/2009 00:00:00,19/06/2007 00:00:00,10/11/2008 00:00:00,,,0,Zhu 2004c,Closed,,64,YES,China,,,Risperidone vs. Sulpride,,,,9000100000024235
,0,Accepted,10278,24/01/2017 00:00:00,21/07/2007 00:00:00,10/11/2008 00:00:00,,"
User defined 3

Notes2
typical Antipsychotics vs. Atypical Antipsychotics typical Antipsychotics vs. Atypical Antipsychotics",0,CUtLASS-1,Closed,,277,YES YES YES YES YES YES YES YES YES,UK,52 Weeks,,Clozapine vs. conventional treatment Atypical Antipsychotics vs. typical Antipsychotics Clozapine vs. second generation Antipsychotics Atypical Antipsychotics vs. typical Antipsychotics first generation Antipsychotics vs. second generation Antipsychotics,,,,9000100000031661 9000100000012500 9000100000005063 9000100000034145 9000100000029970 9000100000031239 9000100000031300 9000100000030351
,0,Pending,10548,09/11/2009 00:00:00,27/08/2007 00:00:00,10/11/2008 00:00:00,,,0,Zhao 2002a,Closed,,100,YES,China,,,Risperidone vs. Clozapine + Sulpride,,,,9000100000031861
,0,Pending,10554,31/01/2017 00:00:00,28/08/2007 00:00:00,10/11/2008 00:00:00,,"
Notes2

User defined field 10
",0,A 2006,Closed,,50,YES YES,China and USA,,,Aripiprazole vs. Sulpiride Aripiprazole vs. Sulpiride,,,,9000100000031865 9000100000031866 9000100000032962
,0,Pending,10605,05/08/2016 00:00:00,29/08/2007 00:00:00,10/11/2008 00:00:00,,,0,Huang 2006,Closed,,63,YES,China,,,Aripiprazole vs. Sulpiride,,,,9000100000031906
,0,Pending,10613,09/11/2009 00:00:00,29/08/2007 00:00:00,10/11/2008 00:00:00,,,0,Li 2006j,Closed,,60,YES,China,,,Electric stimulation + Sulpride vs. Sulpride,,,,9000100000031913
,0,Pending,10625,09/11/2009 00:00:00,29/08/2007 00:00:00,10/11/2008 00:00:00,,,0,Li 2006q,Closed,,83,YES,China,,,Sulpride + Haloperidol vs. Sulpride,,,,9000100000031923
,0,Accepted,10631,29/08/2007 00:00:00,29/08/2007 00:00:00,10/11/2008 00:00:00,,,0,Lin 2005f,Closed,,60,YES,China,,,Quetiapine vs. Sulpride,,,,9000100000036532
,0,Pending,10644,04/02/2013 00:00:00,30/08/2007 00:00:00,10/11/2008 00:00:00,,"
User defined field 10
",0,Qian 2005,Closed,,60,YES,China,8 Weeks,,Quetiapine vs. Sulpride Quetiapine vs. sulpride,,,,9000100000031935
,0,Pending,10679,09/11/2009 00:00:00,31/08/2007 00:00:00,10/11/2008 00:00:00,,,0,Wang 2005ac,Closed,,80,YES,China,,,Sulpride + Sertraline vs. Sulpride,,,,9000100000031962
,0,Accepted,10690,31/07/2015 00:00:00,31/08/2007 00:00:00,10/11/2008 00:00:00,,,0,Xu 2006d,Closed,,64,YES,China,,,Clozapine vs. Clozapine + Sulpride,,,,9000100000005862
,0,Pending,10730,05/08/2016 00:00:00,01/09/2007 00:00:00,10/11/2008 00:00:00,,,0,Zhou 2006,Closed,,40,YES,China,,,Aripiprazole vs. Sulpiride,,,,9000100000032002
